C00145037|01312017|220|1|220
C00117424|01312017|386|9|3185
C00388934|01112017|1000|1|1000
C00574145|01182017|1438|12|17415
C00044776|01052017|450|3|1125
C00044776|01262017|405|4|2060
C00044776|01302017|270|3|796
C00044776|01172017|5000|1|5000
C00044776|01192017|150|5|3055
C00044776|01182017|275|4|1300
C00044776|01252017|238|6|1660
C00044776|01112017|930|2|1860
C00044776|01102017|250|1|250
C00381954|01202017|140|14|2843
C00583336|01312017|400|3|2750
C00114694|01132017|208|5|1112
C00114694|01302017|208|5|1112
C00354332|01132017|350|15|5525
C00354332|01272017|325|14|4960
C00354332|01062017|250|14|4650
C00354332|01142017|225|18|5230
C00354332|01202017|225|20|5960
C00354332|01072017|360|13|4910
C00354332|01212017|225|19|5510
C00354332|01282017|325|13|4675
C00489302|01272017|5000|2|10000
C00403881|01282017|250|4|1750
C00403881|01262017|1375|2|2750
C00403881|01292017|250|1|250
C00403881|01252017|250|1|250
C00422501|01132017|300|1|300
C00243659|01032017|358|2|716
C00422501|01172017|416|1|416
C00422501|01262017|360|1|360
C00243659|01202017|263|12|3540
C00270934|01232017|1500|14|26500
C00270934|01262017|5750|2|11500
C00270934|01182017|1500|1|1500
C00270934|01252017|5000|3|16500
C00270934|01272017|1500|1|1500
C00270934|01242017|1500|1|1500
C00270934|01302017|1500|1|1500
C00270934|01102017|250|1|250
C00207308|01012017|380|1|380
C00366468|01272017|300|9|2792
C00224717|01062017|360|23|8800
C00224717|01132017|225|24|6615
C00224717|01202017|263|22|7060
C00224717|01222017|250|25|7865
C00224717|01292017|275|15|4325
C00224717|01082017|348|16|5675
C00224717|01152017|275|22|7175
C00224717|01102017|188|8|1830
C00224717|01242017|180|20|3735
C00224717|01032017|180|16|3595
C00224717|01172017|153|20|4180
C00224717|01012017|300|17|5690
C00224717|01312017|150|18|3180
C00224717|01272017|300|21|6585
C00087478|01072017|115|1|115
C00087478|01212017|115|1|115
C00619650|01252017|1000|1|1000
C00399386|01272017|260|2|520
C00040279|01242017|192|48|9435
C00040279|01032017|301|4|1413
C00040279|01312017|233|7|1843
C00040279|01102017|240|9|2771
C00556274|01182017|175023|1|175023
C00227744|01312017|750|1042|616975
C00227744|01252017|500|3|1550
C00227744|01262017|300|1|300
C00227744|01272017|525|2|1050
C00227744|01302017|300|1|300
C00227744|01132017|750|1|750
C00227744|01192017|750|3|1800
C00227744|01172017|625|2|1250
C00227744|01182017|750|13|8150
C00332833|01312017|384|11|3742
C00227744|01202017|750|1|750
C00227744|01232017|1125|2|2250
C00099234|01312017|300|1|300
C00030676|01312017|416|20|8025
C00550988|01312017|104|2|208
C00550988|01032017|40|1|40
C00119008|01312017|384|11|3852
C00075291|01172017|210|2|420
C00552679|01312017|392|12|4313
C00552679|01032017|343|1|343
C00048702|01202017|338|4|1307
C00408518|01232017|500|1|500
C00166348|01012017|562|184|143767
C00364109|01312017|150|1|150
C00197228|01272017|192|15|2632
C00149104|01122017|1250|7|8450
C00149104|01312017|104|12|1665
C00149104|01132017|208|5|2082
C00149104|01112017|1250|3|3750
C00149104|01262017|1250|1|1250
C00149104|01102017|2500|1|2500
C00149104|01232017|1250|1|1250
C00239848|01172017|750|6|4500
C00239848|01312017|208|12|2464
C00239848|01302017|500|1|500
C00239848|01132017|208|6|1540
C00239848|01242017|3750|2|7500
C00239848|01112017|2000|1|2000
C00239848|01232017|2000|1|2000
C00239848|01122017|2000|1|2000
C00397711|01202017|144|1|144
C00344663|01312017|360|2|720
C00433060|01312017|2500|1|2500
C00433060|01062017|2500|1|2500
C00433060|01242017|2500|1|2500
C00340075|01312017|108|11|1314
C00623769|01202017|250|1|250
C00623769|01102017|1000|1|1000
C00028787|01112017|500|14|7500
C00028787|01122017|500|2|1000
C00028787|01162017|400|1|400
C00028787|01172017|500|1|500
C00028787|01232017|1000|2|2000
C00028787|01242017|500|2|1000
C00028787|01272017|2500|1|2500
C00028787|01032017|500|3|1300
C00028787|01102017|1000|4|4900
C00254953|01312017|416|4|2748
C00254953|01202017|384|13|4223
C00254953|01162017|400|4|1800
C00254953|01062017|1000|5|7725
C00484584|01192017|208|5|875
C00484584|01052017|208|3|624
C00068528|01312017|330|25|8274
C00186064|01312017|384|9|3294
C00035519|01312017|384|3|1152
C00040568|01312017|384|5|1886
C00349373|01312017|230|13|3298
C00089342|01272017|292|8|2542
C00121368|01312017|400|63|20069
C00336743|01232017|365|2|730
C00496752|01312017|416|6|2490
C00477299|01132017|205|5|1025
C00477299|01302017|205|7|1325
C00435321|01152017|208|3|707
C00435321|01312017|115|15|2046
C00619494|01182017|500|1|500
C00619494|10172016|1000|1|1000
C00619494|11042016|500|2|1000
C00619494|10282016|1000|1|1000
C00619494|11012016|500|1|500
C00619494|01242017|20|1|20
C00619494|01252017|500|1|500
C00619494|01302017|2235|2|4470
C00366559|01312017|373|12|3942
C00141218|01312017|288|215|69611
C00366013|01202017|307|9|3104
C00366013|01062017|730|1|730
C00438754|01202017|192|18|3183
C00438754|01062017|200|1|200
C00097865|01222017|1000|27|38626
C00342766|01172017|250|1|250
C00342766|01242017|299|9|2879
C00584300|01262017|274|1|274
C00420398|01312017|295|8|2503
C00097865|01232017|1000|1|1000
C00003855|01242017|3250|2|6500
C00003855|01252017|1501|3|8001
C00003855|01262017|1500|3|3625
C00003855|01272017|4000|7|19250
C00003855|01172017|2000|3|8500
C00003855|01062017|2500|1|2500
C00003855|01182017|1000|1|1000
C00003855|01202017|250|1|250
C00003855|01302017|2250|4|10250
C00003855|01312017|1500|1|1500
C00390351|01272017|230|9|2326
C00502518|01312017|413|4|1689
C00325092|01312017|288|41|14742
C00110478|01302017|125|7|1014
C00110478|01202017|208|2|416
C00064774|01312017|384|48|18432
C00478404|01182017|500|1|500
C00478404|01312017|384|5|1920
C00436899|01312017|262|2|524
C00076174|01202017|115|1|115
C00128918|01272017|192|24|4606
C00300418|01122017|1000|1|1000
C00300418|01312017|384|4|1536
C00083535|01312017|262|36|11210
C00400929|01272017|115|103|14204
C00400929|01102017|28|1|28
C00010470|01312017|291|193|58325
C00488742|01092017|2000|2|4000
C00488742|01312017|18935|1|18935
C00469205|01312017|416|36|14369
C00469205|01022017|1250|1|1250
C00469205|01112017|250|1|250
C00469205|01132017|300|1|300
C00469205|01242017|4500|1|4500
C00010868|01092017|600|5|3150
C00010868|01162017|1000|1|1000
C00010868|01172017|325|2|650
C00010868|01182017|1000|3|6400
C00010868|01192017|500|6|3800
C00010868|01272017|700|2|1400
C00010868|01282017|750|2|1500
C00010868|01292017|1000|1|1000
C00010868|01302017|500|5|2750
C00010868|01312017|900|2|1800
C00010868|01202017|1000|1|1000
C00010868|01232017|1000|1|1000
C00010868|01242017|1000|2|2000
C00010868|01252017|1000|2|2000
C00010868|01262017|400|2|800
C00010868|01032017|1000|27|22650
C00010868|01042017|400|7|3650
C00010868|01052017|1000|1|1000
C00046474|01312017|210|117|27921
C00412791|01222017|5000|2|10000
C00353797|01312017|403|24|12147
C00388983|01312017|350|1|350
C00374447|01272017|276|25|7419
C00374447|01202017|237|12|3056
C00625996|01092017|500|3|1503
C00625996|01182017|100|1|100
C00625996|01162017|300|1|300
C00625996|01202017|3|1|3
C00625996|01272017|27|1|27
C00625996|01042017|250|1|250
C00131185|01302017|250|1|250
C00131185|01092017|250|1|250
C00131185|01232017|400|1|400
C00131185|01102017|1000|1|1000
C00131185|01062017|375|2|750
C00131185|01072017|250|1|250
C00131185|01312017|2000|1|2000
C00376376|01202017|192|33|6287
C00376376|01062017|221|15|3789
C00540443|01042017|355|20|12585
C00540443|01062017|250|1|250
C00540443|01132017|450|3|1700
C00540443|01252017|275|8|3125
C00540443|01242017|300|14|6342
C00540443|01272017|300|17|36562
C00540443|01182017|300|18|6580
C00540443|01312017|250|13|6168
C00540443|01032017|275|2|550
C00540443|01172017|275|2|550
C00540443|01112017|398|4|2045
C00540443|01052017|250|6|1559
C00540443|01092017|250|4|1217
C00540443|01222017|100|1|100
C00540443|01102017|234|6|1455
C00540443|01192017|300|3|1105
C00540443|01232017|25|1|25
C00540443|01122017|217|1|217
C00376376|01092017|5000|1|5000
C00540443|01282017|250|1|250
C00540443|01302017|263|2|526
C00540443|01262017|500|1|500
C00040394|01312017|360|6|2512
C00003160|01252017|241|1|241
C00388777|01202017|500|1|500
C00247403|01062017|250|2|500
C00247403|01262017|250|1|250
C00247403|01172017|600|3|2100
C00247403|01182017|5000|1|5000
C00247403|01272017|5000|3|10250
C00247403|01292017|225|1|225
C00247403|01312017|225|1|225
C00214072|01242017|250|1|250
C00030809|01052017|50|1|50
C00030809|01212017|416|14|5623
C00247403|01112017|5000|1|5000
C00030809|01092017|310|5|1550
C00030809|01302017|416|1|416
C00030809|01252017|500|1|500
C00250407|01312017|355|10|3377
C00114025|01182017|250|3|3000
C00114025|01262017|375|8|4500
C00114025|01272017|500|4|1750
C00114025|01232017|500|3|5750
C00114025|01312017|750|2|1500
C00114025|01132017|250|1|250
C00114025|01162017|250|1|250
C00114025|01302017|250|1|250
C00114025|01192017|1000|1|1000
C00114025|01122017|250|1|250
C00621805|01052017|1900|2|3800
C00162735|01172017|5000|4|20000
C00196725|01312017|208|24|3952
C00196725|01152017|208|14|2912
C00393298|01272017|117|12|1861
C00393298|01132017|244|2|488
C00393298|01122017|600|1|600
C00075341|01272017|135|22|3416
C00075341|01182017|5000|2|10000
C00083857|01132017|208|3|936
C00083857|01312017|400|1|400
C00147066|01252017|250|1|250
C00147066|01112017|1000|1|1000
C00147066|01062017|2500|1|2500
C00147066|01232017|669|1|669
C00147066|01312017|295|13|4060
C00213173|01312017|416|25|8830
C00213173|01122017|2500|1|2500
C00416636|01122017|250|1|250
C00416636|01032017|500|1|500
C00416636|01182017|500|1|500
C00392464|01152017|145|6|936
C00392464|01312017|145|6|936
C00435735|01312017|208|12|2347
C00435735|01132017|208|12|2347
C00151175|01312017|281|26|9211
C00008474|01202017|192|80|13246
C00344325|01102017|360|1|360
C00082271|01122017|2000|2|4000
C00393173|01062017|2600|2|5200
C00393173|01132017|500|2|1000
C00393173|01312017|115|2|230
C00119354|01212017|384|3|1434
C00084475|01312017|250|37|11242
C00343459|01202017|250|31|7708
C00343459|01302017|600|12|7200
C00343459|01122017|1000|98|97250
C00343459|01152017|240|1|240
C00343459|01132017|500|9|4750
C00343459|01012017|1563|4|8375
C00343459|01032017|520|19|9660
C00343459|01212017|250|1|250
C00343459|01262017|250|1|250
C00426775|01312017|1300|1|1300
C00426775|01262017|171|18|2803
C00426775|01192017|115|4|460
C00426775|01302017|600|1|600
C00343459|01182017|250|3|1460
C00426775|01252017|1300|1|1300
C00343459|01022017|500|1|500
C00343459|01102017|600|1|600
C00343459|01242017|250|1|250
C00343459|01252017|250|1|250
C00343459|01042017|1500|1|1500
C00343459|01312017|500|1|500
C00343459|01082017|500|1|500
C00449165|01312017|300|2|600
C00098061|01212017|192|24|4087
C00106740|01272017|192|7|1113
C00249342|01062017|250|1|250
C00249342|01012017|250|1|250
C00249342|01032017|250|1|250
C00249342|01112017|500|7|3750
C00249342|01152017|1000|1|1000
C00249342|01182017|750|2|1500
C00249342|01232017|2000|1|2000
C00339291|01262017|383|10|3404
C00339291|01312017|5000|1|5000
C00029504|01092017|255|10|1959
C00341271|01312017|384|4|1536
C00255752|01122017|500|6|3000
C00239947|01062017|5000|1|5000
C00239947|01262017|307|2|614
C00255752|01042017|375|6|3250
C00255752|01282017|500|11|6050
C00255752|01132017|300|1|300
C00255752|01162017|1000|1|1000
C00255752|01272017|500|8|5250
C00255752|01222017|500|3|1750
C00255752|01192017|500|3|1750
C00255752|01102017|500|3|1750
C00255752|01252017|250|1|250
C00255752|01052017|500|3|1750
C00255752|01142017|500|5|3050
C00255752|01032017|500|3|1500
C00255752|01112017|375|2|750
C00255752|01312017|500|3|1750
C00255752|01072017|250|3|1000
C00255752|01292017|750|2|1500
C00255752|01082017|625|2|1250
C00255752|01302017|500|5|2250
C00255752|01062017|293|2|585
C00255752|01202017|500|1|500
C00255752|01182017|1000|1|1000
C00255752|01092017|250|1|250
C00255752|01022017|1000|1|1000
C00255752|01152017|500|1|500
C00255752|01012017|250|1|250
C00255752|01232017|500|1|500
C00035675|01272017|192|18|3075
C00147173|01012017|2500|1|2500
C00147173|01312017|312|2|624
C00003590|01232017|38|1|38
C00145623|01292017|1500|1|1500
C00145623|01272017|1500|2|3000
C00097568|01312017|258|26|7157
C00274944|01312017|500|5|4800
C00274944|01262017|500|1|500
C00274944|01032017|250|2|500
C00274944|01012017|300|1|300
C00274944|01162017|500|1|500
C00274944|01102017|1000|3|4000
C00274944|01052017|500|1|500
C00274944|01282017|500|1|500
C00274944|01122017|1000|1|1000
C00274944|01302017|500|2|1000
C00274944|01292017|2500|1|2500
C00274944|01272017|650|2|1300
C00005249|01052017|500|1|500
C00005249|01062017|240|2|480
C00005249|01102017|218|12|3582
C00005249|01112017|400|1|400
C00005249|01122017|500|1|500
C00005249|01132017|1500|1|1500
C00005249|01202017|210|3|718
C00005249|01242017|500|3|1250
C00005249|01312017|254|2|508
C00397851|01272017|153|69|10344
C00397851|01132017|230|2|459
C00431312|01192017|5000|1|5000
C00431312|01182017|240|4|972
C00431312|01042017|650|2|1300
C00431312|01052017|5000|1|5000
C00431312|01312017|5000|1|5000
C00431312|01232017|500|1|500
C00039305|01202017|192|5|960
C00033589|01262017|155|8|1290
C00415166|01312017|384|2|768
C00375360|01302017|500|54|42500
C00375360|01312017|250|5|1916
C00375360|01282017|250|1|250
C00375360|01252017|175|2|350
C00375360|01232017|375|4|1500
C00375360|01292017|250|1|250
C00375360|01182017|208|1|208
C00375360|01172017|1433|2|2865
C00375360|01132017|208|1|208
C00375360|01082017|208|1|208
C00375360|01152017|208|1|208
C00495002|01242017|2500|1|2500
C00495002|01262017|5000|1|5000
C00008086|01232017|750|2|1500
C00008086|01182017|250|1|250
C00008086|01302017|1740|2|3480
C00008086|01172017|2650|2|5300
C00008086|01122017|625|2|1250
C00008086|01282017|1000|1|1000
C00008086|01042017|500|5|7740
C00008086|01192017|1740|1|1740
C00008086|01102017|5000|1|5000
C00008086|01132017|500|1|500
C00107300|01202017|120|19|2573
C00107300|01062017|269|1|269
C00163832|01032017|416|78|28483
C00128512|01312017|104|9|936
C00326595|01202017|115|51|9400
C00326595|01062017|1500|11|13375
C00004994|01132017|250|12|4000
C00004994|01272017|375|4|1500
C00410274|01312017|300|1|300
C00410274|01152017|300|15|4721
C00410274|01242017|300|1|300
C00410274|01262017|225|1|225
C00410274|01292017|225|1|225
C00410274|01222017|225|1|225
C00096842|01132017|303|22|6947
C00096842|01142017|226|1|226
C00106435|01062017|350|1|350
C00106435|01272017|250|5|1250
C00106435|01312017|250|5|1750
C00104299|01312017|125|27|3995
C00104299|01132017|208|10|2080
C00358812|01132017|300|1|300
C00128231|01272017|5000|1|5000
C00128231|01312017|333|4|1290
C00014555|01202017|250|3|1500
C00014555|01122017|1000|1|1000
C00014555|01272017|1000|2|2000
C00014555|01282017|1000|1|1000
C00014555|01192017|2500|3|6000
C00014555|01222017|2500|1|2500
C00014555|01312017|217|1|217
C00014555|01252017|500|1|500
C00096156|01202017|192|334|63894
C00247569|01312017|300|7|2372
C00296822|01312017|258|2|516
C00185520|01192017|373|1|373
C00101105|01032017|400|5|2000
C00101105|01122017|500|2|1000
C00101105|01062017|500|5|2625
C00101105|01232017|300|7|2150
C00101105|01192017|700|3|2100
C00101105|01262017|288|2|575
C00101105|01252017|325|12|5500
C00101105|01172017|500|9|4320
C00101105|01092017|500|5|2700
C00101105|01272017|1000|3|2135
C00101105|01242017|375|4|2000
C00101105|01182017|250|3|850
C00101105|01042017|300|3|850
C00101105|01112017|300|2|600
C00101105|01202017|250|3|900
C00101105|01052017|250|1|250
C00096156|01062017|229|73|17649
C00101105|01132017|400|1|400
C00096156|01262017|416|19|8499
C00082792|01312017|416|25|8520
C00082792|01132017|83|1|83
C00096156|01052017|201|1|201
C00096156|01192017|201|1|201
C00096156|01112017|1000|1|1000
C00574921|01312017|312|57|25634
C00574921|01152017|208|1|208
C00122101|01132017|250|1|250
C00122101|01182017|5000|1|5000
C00122101|01302017|250|1|250
C00084491|01262017|2500|2|5000
C00187450|01302017|2125|2|4250
C00187450|01212017|400|3|1658
C00187450|01232017|375|2|750
C00187450|01122017|1000|2|2000
C00187450|01242017|1500|2|3000
C00187450|01052017|1000|1|1000
C00187450|01182017|2000|1|2000
C00187450|01092017|10000|1|10000
C00187450|01142017|2500|1|2500
C00187450|01112017|250|1|250
C00419911|01162017|184|2|368
C00367375|01132017|208|1|208
C00367375|01312017|200|3|608
C00109017|01312017|250|50|13997
C00140855|01312017|300|84|25678
C00311944|01062017|1200|1|1200
C00311944|01312017|250|1|250
C00311944|01012017|1200|1|1200
C00311944|01032017|125|1|125
C00311944|01042017|750|2|1500
C00311944|01112017|1200|1|1200
C00311944|01132017|150|1|150
C00311944|01202017|1200|2|2400
C00359539|01312017|500|63|44697
C00359539|01072017|300|3|5550
C00311944|01232017|1200|1|1200
C00311944|01242017|250|1|250
C00359539|01252017|251|4|3252
C00359539|01302017|380|4|2011
C00359539|01242017|500|11|6477
C00359539|01162017|1125|2|2250
C00359539|01262017|400|8|8050
C00359539|01172017|300|5|2351
C00359539|01232017|365|7|3115
C00359539|01282017|683|4|2615
C00359539|01222017|375|2|750
C00359539|01292017|300|3|1550
C00359539|01182017|750|2|1500
C00359539|01092017|1000|1|1000
C00359539|01042017|625|4|2666
C00359539|01012017|626|2|1251
C00359539|01112017|208|1|208
C00359539|01062017|1000|1|1000
C00359539|01142017|2500|1|2500
C00359539|01272017|365|1|365
C00359539|01102017|250|1|250
C00359539|01212017|500|1|500
C00443671|01202017|384|5|1766
C00008839|01212017|300|24|11150
C00008839|01302017|275|4|1140
C00008839|01112017|1000|1|1000
C00008839|01272017|309|7|4209
C00008839|01202017|500|3|1800
C00008839|01282017|400|6|3243
C00008839|01252017|1000|1|1000
C00008839|01192017|650|8|5157
C00008839|01052017|250|1|250
C00008839|01222017|1000|1|1000
C00008839|01312017|400|4|2100
C00008839|01262017|250|1|250
C00008839|01032017|300|1|300
C00008839|01142017|500|1|500
C00008839|01092017|300|1|300
C00008839|01022017|300|1|300
C00008839|01132017|501|1|501
C00040253|01202017|173|11|1859
C00040253|01062017|276|1|276
C00421230|01312017|416|7|2697
C00421230|01102017|2500|1|2500
C00376343|01122017|1200|1|1200
C00430256|01312017|377|20|6429
C00002089|01092017|323|1|323
C00012468|01152017|208|8|1664
C00012468|01312017|158|29|4606
C00012468|01062017|205|1|205
C00012468|01202017|163|2|326
C00059733|01312017|204|2|408
C00059733|01152017|208|1|208
C00235309|01312017|1000|1|1000
C00235309|01262017|500|1|500
C00012245|01132017|416|79|26855
C00012245|01242017|2750|4|10750
C00012245|01102017|250|74|23471
C00012245|01172017|3100|6|17450
C00012245|01262017|650|2|1300
C00012245|01252017|352|11|11461
C00012245|01312017|339|5|1682
C00084954|01252017|250|1|250
C00084954|01132017|84|1|84
C00084954|01202017|10000|1|10000
C00084954|01302017|50|1|50
C00084954|01012017|250|1|250
C00084954|01112017|2285|1|2285
